ticket_id,category,priority,created_at,resolution_hours
TCK00924,Software,High,2024-01-25 09:00:00,10.02
TCK00925,Printer,Medium,2024-03-30 19:00:00,8.01
TCK00926,Hardware,Medium,2024-01-14 14:00:00,38.08
TCK00927,Software,High,2024-05-01 16:00:00,19.12
TCK00928,Network,Medium,2024-02-20 21:00:00,17.6
TCK00929,Printer,Low,2024-06-12 06:00:00,11.72
TCK00930,Hardware,Low,2024-04-21 04:00:00,16.33
TCK00931,Software,Medium,2024-06-06 23:00:00,33.02
TCK00932,Hardware,Medium,2024-04-12 12:00:00,30.6
TCK00933,Network,Low,2024-03-14 07:00:00,35.32
TCK00934,Software,High,2024-01-28 21:00:00,9.36
TCK00935,Network,Low,2024-06-21 23:00:00,50.99
TCK00936,Software,High,2024-01-12 19:00:00,11.34
TCK00937,Network,Low,2024-03-26 20:00:00,9.44
TCK00938,Access/Permissions,Low,2024-04-13 22:00:00,9.86
TCK00939,Hardware,Low,2024-06-21 08:00:00,18.45
TCK00940,Network,Low,2024-04-04 20:00:00,21.79
TCK00941,Email,Low,2024-06-24 12:00:00,8.09
TCK00942,Software,Medium,2024-02-26 20:00:00,21.76
TCK00943,Software,Low,2024-01-21 15:00:00,13.4
TCK00944,Software,Low,2024-05-08 13:00:00,7.62
TCK00945,Access/Permissions,Medium,2024-05-16 12:00:00,10.25
TCK00946,Software,Low,2024-05-01 01:00:00,11.39
TCK00947,Printer,Medium,2024-03-12 12:00:00,12.51
TCK00948,Printer,Medium,2024-06-27 00:00:00,14.85
TCK00949,Printer,Critical,2024-06-03 05:00:00,4.23
TCK00950,Access/Permissions,High,2024-02-20 12:00:00,4.25
TCK00951,Network,Medium,2024-05-14 12:00:00,62.91
TCK00952,Software,Medium,2024-05-10 22:00:00,14.85
TCK00953,Network,Medium,2024-01-13 12:00:00,62.87
TCK00954,Network,Medium,2024-06-15 09:00:00,25.26
TCK00955,Printer,Medium,2024-06-01 13:00:00,11.0
TCK00956,Software,Low,2024-03-22 15:00:00,19.11
TCK00957,Software,Low,2024-06-10 15:00:00,5.41
TCK00958,Printer,Medium,2024-04-23 09:00:00,8.13
TCK00959,Network,Low,2024-06-27 03:00:00,40.53
TCK00960,Software,Medium,2024-03-15 21:00:00,16.27
TCK00961,Hardware,Medium,2024-01-06 22:00:00,12.55
TCK00962,Network,Medium,2024-05-20 04:00:00,29.28
TCK00963,Printer,Medium,2024-03-09 09:00:00,1.96
TCK00964,Software,Critical,2024-04-27 17:00:00,12.82
TCK00965,Network,Medium,2024-02-10 02:00:00,41.3
TCK00966,Software,Medium,2024-05-04 09:00:00,9.66
TCK00967,Printer,Medium,2024-01-27 17:00:00,3.72
TCK00968,Access/Permissions,Low,2024-04-08 02:00:00,4.0
TCK00969,Hardware,Low,2024-04-21 19:00:00,15.88
TCK00970,Network,High,2024-02-06 09:00:00,72.02
TCK00971,Network,Medium,2024-02-25 09:00:00,15.91
TCK00972,Printer,Medium,2024-02-22 21:00:00,6.15
TCK00973,Network,Low,2024-01-11 01:00:00,42.23
TCK00974,Network,Medium,2024-01-03 21:00:00,9.99
TCK00975,Hardware,Low,2024-02-01 11:00:00,22.54
TCK00976,Network,Low,2024-01-05 13:00:00,20.43
TCK00977,Software,High,2024-01-08 11:00:00,23.08
TCK00978,Hardware,Medium,2024-01-19 22:00:00,30.53
TCK00979,Hardware,Low,2024-06-10 10:00:00,14.01
TCK00980,Hardware,Medium,2024-03-29 23:00:00,26.43
TCK00981,Hardware,Critical,2024-01-09 01:00:00,18.81
TCK00982,Printer,Medium,2024-06-10 15:00:00,15.43
TCK00983,Network,Low,2024-05-20 21:00:00,27.65
TCK00984,Network,Medium,2024-03-21 07:00:00,29.77
TCK00985,Network,Low,2024-04-20 23:00:00,10.85
TCK00986,Software,Low,2024-05-05 18:00:00,14.24
TCK00987,Access/Permissions,Low,2024-05-11 15:00:00,12.86
TCK00988,Network,Medium,2024-01-14 16:00:00,45.66
TCK00989,Printer,Medium,2024-01-28 06:00:00,6.89
TCK00990,Printer,High,2024-05-22 18:00:00,4.3
TCK00991,Software,Low,2024-06-20 17:00:00,8.55
TCK00992,Printer,Medium,2024-02-12 00:00:00,6.66
TCK00993,Hardware,Medium,2024-01-11 15:00:00,12.71
TCK00994,Network,Medium,2024-05-04 21:00:00,55.32
TCK00995,Printer,Low,2024-04-21 01:00:00,17.81
TCK00996,Email,Low,2024-01-18 13:00:00,2.4
TCK00997,Access/Permissions,High,2024-06-01 09:00:00,2.26
TCK00998,Network,Low,2024-01-10 04:00:00,8.9
TCK00999,Printer,Medium,2024-06-28 14:00:00,4.76
TCK01000,Email,Medium,2024-01-24 20:00:00,5.8
TCK01001,Access/Permissions,Low,2024-03-24 05:00:00,7.81
TCK01002,Software,Medium,2024-05-09 03:00:00,10.69
TCK01003,Hardware,Medium,2024-06-05 13:00:00,3.71
TCK01004,Network,Medium,2024-02-08 06:00:00,65.1
TCK01005,Software,Low,2024-06-07 23:00:00,7.94
TCK01006,Network,Medium,2024-04-18 15:00:00,27.77
TCK01007,Access/Permissions,Medium,2024-05-23 06:00:00,7.93
TCK01008,Software,High,2024-05-07 16:00:00,11.78
TCK01009,Hardware,Low,2024-03-17 23:00:00,22.94
TCK01010,Network,Low,2024-04-01 14:00:00,33.35
TCK01011,Software,Low,2024-05-07 09:00:00,16.13
TCK01012,Network,Medium,2024-01-01 18:00:00,46.47
TCK01013,Network,Low,2024-01-25 03:00:00,49.99
TCK01014,Software,Low,2024-06-29 06:00:00,9.37
TCK01015,Software,Medium,2024-03-02 03:00:00,14.0
TCK01016,Printer,Medium,2024-06-21 16:00:00,21.1
TCK01017,Email,Low,2024-04-15 06:00:00,6.55
TCK01018,Network,Medium,2024-01-19 13:00:00,24.56
TCK01019,Software,Medium,2024-05-19 01:00:00,20.6
TCK01020,Software,High,2024-06-22 23:00:00,12.61
TCK01021,Software,Medium,2024-01-29 21:00:00,10.22
TCK01022,Network,Critical,2024-06-20 10:00:00,35.96
TCK01023,Printer,Low,2024-01-23 23:00:00,7.04
TCK01024,Network,Low,2024-06-13 01:00:00,11.73
TCK01025,Printer,High,2024-01-16 12:00:00,12.91
TCK01026,Email,High,2024-05-12 21:00:00,4.86
TCK01027,Printer,Medium,2024-02-13 08:00:00,8.15
TCK01028,Access/Permissions,Low,2024-02-01 13:00:00,4.05
TCK01029,Software,Medium,2024-05-24 03:00:00,43.07
TCK01030,Software,Medium,2024-03-22 17:00:00,12.14
TCK01031,Software,Medium,2024-01-15 07:00:00,13.85
TCK01032,Network,Medium,2024-04-25 12:00:00,4.97
TCK01033,Software,Low,2024-03-18 02:00:00,9.17
TCK01034,Printer,Low,2024-01-29 06:00:00,5.91
TCK01035,Network,Medium,2024-03-03 14:00:00,15.21
TCK01036,Software,Medium,2024-03-26 02:00:00,26.76
TCK01037,Network,Medium,2024-04-11 12:00:00,73.14
TCK01038,Network,High,2024-04-03 09:00:00,29.08
TCK01039,Access/Permissions,Low,2024-01-17 19:00:00,4.25
TCK01040,Network,Medium,2024-06-27 01:00:00,22.87
TCK01041,Access/Permissions,Medium,2024-03-27 00:00:00,8.3
TCK01042,Software,Low,2024-01-05 22:00:00,5.76
TCK01043,Software,Critical,2024-05-15 10:00:00,16.74
TCK01044,Printer,Medium,2024-04-04 05:00:00,6.07
TCK01045,Network,Low,2024-05-11 20:00:00,51.62
TCK01046,Network,Low,2024-01-14 12:00:00,8.69
TCK01047,Network,Medium,2024-04-17 15:00:00,9.44
TCK01048,Access/Permissions,Medium,2024-05-10 07:00:00,0.99
TCK01049,Email,High,2024-02-05 05:00:00,3.09
TCK01050,Printer,High,2024-01-03 17:00:00,5.18
TCK01051,Access/Permissions,High,2024-02-27 22:00:00,9.99
TCK01052,Hardware,Medium,2024-01-27 15:00:00,55.1
TCK01053,Software,Low,2024-01-22 18:00:00,7.26
TCK01054,Access/Permissions,Medium,2024-04-17 22:00:00,7.33
TCK01055,Software,Low,2024-06-10 16:00:00,15.26
TCK01056,Software,Medium,2024-03-06 14:00:00,7.03
TCK01057,Printer,Medium,2024-02-15 13:00:00,11.34
TCK01058,Software,Low,2024-03-07 23:00:00,10.3
TCK01059,Software,Medium,2024-03-31 20:00:00,13.2
TCK01060,Software,Low,2024-04-22 09:00:00,10.14
TCK01061,Software,Critical,2024-01-04 14:00:00,1.71
TCK01062,Software,High,2024-04-22 19:00:00,35.39
TCK01063,Network,Low,2024-02-08 10:00:00,22.22
TCK01064,Network,Medium,2024-02-11 03:00:00,9.15
TCK01065,Printer,Medium,2024-01-15 14:00:00,12.04
TCK01066,Network,Medium,2024-06-20 20:00:00,28.67
TCK01067,Network,Medium,2024-05-06 16:00:00,35.44
TCK01068,Network,Medium,2024-05-02 16:00:00,48.28
TCK01069,Software,Low,2024-02-14 18:00:00,24.05
TCK01070,Software,High,2024-05-12 17:00:00,15.25
TCK01071,Software,Low,2024-05-07 07:00:00,9.96
TCK01072,Access/Permissions,Medium,2024-04-05 22:00:00,0.87
TCK01073,Network,Low,2024-01-06 02:00:00,34.31
TCK01074,Printer,Medium,2024-01-19 05:00:00,4.98
TCK01075,Software,Medium,2024-05-15 05:00:00,11.12
TCK01076,Access/Permissions,Low,2024-01-09 07:00:00,7.27
TCK01077,Email,High,2024-04-06 07:00:00,3.89
TCK01078,Software,Low,2024-02-29 01:00:00,23.76
TCK01079,Network,Low,2024-05-02 05:00:00,37.19
TCK01080,Network,Medium,2024-06-26 06:00:00,24.65
TCK01081,Network,Low,2024-04-16 14:00:00,7.91
TCK01082,Access/Permissions,Medium,2024-06-03 22:00:00,4.12
TCK01083,Network,Medium,2024-04-30 01:00:00,43.1
TCK01084,Software,Low,2024-03-12 13:00:00,15.91
TCK01085,Software,Low,2024-01-24 12:00:00,18.65
TCK01086,Network,Medium,2024-02-27 23:00:00,46.07
TCK01087,Network,Medium,2024-05-27 21:00:00,38.35
TCK01088,Network,Medium,2024-03-17 12:00:00,17.6
TCK01089,Network,Low,2024-05-30 18:00:00,39.07
TCK01090,Printer,Medium,2024-06-18 09:00:00,4.81
TCK01091,Access/Permissions,Low,2024-02-25 02:00:00,4.83
TCK01092,Printer,Low,2024-01-08 07:00:00,15.84
TCK01093,Printer,Low,2024-03-10 11:00:00,21.49
TCK01094,Software,Medium,2024-01-23 18:00:00,16.42
TCK01095,Network,Low,2024-03-14 00:00:00,88.14
TCK01096,Hardware,Medium,2024-02-17 04:00:00,59.1
TCK01097,Network,Low,2024-04-07 11:00:00,17.65
TCK01098,Hardware,Low,2024-04-11 07:00:00,11.63
TCK01099,Network,Low,2024-01-26 01:00:00,45.91
TCK01100,Printer,Critical,2024-01-05 04:00:00,7.47
TCK01101,Network,Medium,2024-06-16 17:00:00,12.52
TCK01102,Network,High,2024-06-01 17:00:00,41.85
TCK01103,Software,Medium,2024-05-24 04:00:00,15.48
TCK01104,Network,Low,2024-02-13 20:00:00,37.39
TCK01105,Access/Permissions,Low,2024-01-29 09:00:00,5.08
TCK01106,Network,High,2024-01-30 23:00:00,22.05
TCK01107,Printer,High,2024-01-14 07:00:00,8.49
TCK01108,Network,Low,2024-01-20 04:00:00,18.48
TCK01109,Access/Permissions,Critical,2024-06-10 12:00:00,5.66
TCK01110,Printer,Low,2024-04-05 01:00:00,7.28
TCK01111,Network,Low,2024-04-03 19:00:00,17.39
TCK01112,Network,Medium,2024-03-06 00:00:00,38.09
TCK01113,Printer,Low,2024-01-20 14:00:00,6.45
TCK01114,Network,Medium,2024-06-25 01:00:00,23.95
TCK01115,Network,Medium,2024-02-17 01:00:00,47.07
TCK01116,Hardware,Medium,2024-05-10 22:00:00,26.8
TCK01117,Software,Low,2024-03-05 02:00:00,25.77
TCK01118,Email,Medium,2024-04-29 01:00:00,4.16
TCK01119,Access/Permissions,Low,2024-04-22 17:00:00,3.28
TCK01120,Network,Medium,2024-05-01 22:00:00,17.16
TCK01121,Printer,High,2024-06-14 07:00:00,8.28
TCK01122,Software,Low,2024-06-26 14:00:00,10.23
TCK01123,Network,High,2024-01-16 06:00:00,26.01
TCK01124,Hardware,Medium,2024-03-20 12:00:00,17.71
TCK01125,Hardware,Low,2024-05-25 03:00:00,10.83
TCK01126,Network,Medium,2024-05-13 23:00:00,72.81
TCK01127,Software,Medium,2024-02-01 08:00:00,19.74
TCK01128,Software,Medium,2024-03-22 02:00:00,13.45
TCK01129,Software,Low,2024-05-15 17:00:00,10.64
TCK01130,Software,Medium,2024-02-24 05:00:00,17.86
TCK01131,Software,Low,2024-01-26 00:00:00,6.72
TCK01132,Network,Low,2024-02-07 09:00:00,78.0
TCK01133,Printer,High,2024-03-31 18:00:00,3.35
TCK01134,Network,Critical,2024-06-25 04:00:00,45.56
TCK01135,Network,Medium,2024-06-25 00:00:00,47.33
TCK01136,Network,Low,2024-02-19 20:00:00,61.23
TCK01137,Network,Medium,2024-06-25 10:00:00,13.06
TCK01138,Network,Medium,2024-03-25 08:00:00,39.07
TCK01139,Printer,Critical,2024-03-28 23:00:00,4.29
TCK01140,Hardware,Critical,2024-02-26 13:00:00,19.25
TCK01141,Software,Low,2024-02-29 12:00:00,6.84
TCK01142,Network,Medium,2024-01-24 03:00:00,45.51
TCK01143,Network,High,2024-01-04 03:00:00,26.04
TCK01144,Network,Medium,2024-04-04 06:00:00,19.79
TCK01145,Network,Low,2024-04-25 15:00:00,41.3
TCK01146,Network,Medium,2024-01-02 06:00:00,7.41
TCK01147,Network,Low,2024-06-23 20:00:00,26.97
TCK01148,Network,Medium,2024-05-01 04:00:00,43.23
TCK01149,Network,High,2024-02-13 17:00:00,37.2
TCK01150,Network,Medium,2024-02-04 02:00:00,21.23
TCK01151,Network,Medium,2024-06-02 05:00:00,34.7
TCK01152,Software,Low,2024-04-11 10:00:00,17.76
TCK01153,Access/Permissions,High,2024-04-04 07:00:00,5.92
TCK01154,Software,Low,2024-01-14 19:00:00,11.5
TCK01155,Network,Low,2024-04-24 01:00:00,28.0
TCK01156,Hardware,High,2024-02-03 11:00:00,13.47
TCK01157,Access/Permissions,High,2024-06-25 17:00:00,3.89
TCK01158,Software,Low,2024-01-22 23:00:00,6.23
TCK01159,Printer,Medium,2024-02-19 00:00:00,7.39
TCK01160,Software,Medium,2024-04-03 01:00:00,1.81
TCK01161,Software,Medium,2024-03-14 21:00:00,19.41
TCK01162,Software,Medium,2024-03-22 07:00:00,47.46
TCK01163,Email,Medium,2024-01-25 19:00:00,3.66
TCK01164,Printer,High,2024-02-05 18:00:00,5.46
TCK01165,Network,Medium,2024-03-26 23:00:00,35.62
TCK01166,Hardware,Medium,2024-06-05 17:00:00,6.86
TCK01167,Software,Low,2024-02-15 09:00:00,6.62
TCK01168,Access/Permissions,Low,2024-03-24 11:00:00,3.42
TCK01169,Network,Medium,2024-04-14 14:00:00,50.33
TCK01170,Email,Medium,2024-06-06 14:00:00,9.09
TCK01171,Printer,Low,2024-05-25 11:00:00,4.44
TCK01172,Network,High,2024-06-12 18:00:00,39.39
TCK01173,Network,Medium,2024-04-16 11:00:00,23.55
TCK01174,Network,Medium,2024-05-27 10:00:00,23.27
TCK01175,Printer,High,2024-02-11 14:00:00,7.21
TCK01176,Network,Low,2024-02-09 02:00:00,55.37
TCK01177,Network,Low,2024-04-05 11:00:00,17.35
TCK01178,Printer,Medium,2024-05-02 02:00:00,1.37
TCK01179,Printer,High,2024-04-13 14:00:00,5.68
TCK01180,Network,Medium,2024-02-07 16:00:00,28.51
TCK01181,Network,Low,2024-01-04 02:00:00,38.06
TCK01182,Access/Permissions,Medium,2024-02-16 05:00:00,8.47
TCK01183,Access/Permissions,High,2024-03-24 19:00:00,5.29
TCK01184,Hardware,Critical,2024-06-23 20:00:00,6.15
TCK01185,Network,Medium,2024-04-04 17:00:00,46.85
TCK01186,Network,High,2024-05-08 11:00:00,17.92
TCK01187,Network,Low,2024-02-19 05:00:00,13.29
TCK01188,Email,Low,2024-05-18 21:00:00,3.46
TCK01189,Network,Critical,2024-02-10 14:00:00,23.02
TCK01190,Network,Low,2024-01-24 03:00:00,27.55
TCK01191,Access/Permissions,High,2024-04-11 02:00:00,9.18
TCK01192,Hardware,Low,2024-01-26 17:00:00,19.51
TCK01193,Printer,Low,2024-02-27 09:00:00,11.79
TCK01194,Hardware,Medium,2024-05-08 06:00:00,8.69
TCK01195,Network,Medium,2024-06-03 19:00:00,37.78
TCK01196,Hardware,Medium,2024-03-14 13:00:00,17.13
TCK01197,Hardware,High,2024-02-22 15:00:00,25.95
TCK01198,Hardware,Medium,2024-02-08 06:00:00,38.46
TCK01199,Software,Low,2024-01-10 17:00:00,14.92
TCK01200,Network,Medium,2024-05-09 14:00:00,19.28
TCK01201,Hardware,Medium,2024-01-12 19:00:00,8.02
TCK01202,Printer,Low,2024-02-29 01:00:00,21.74
TCK01203,Software,High,2024-06-11 05:00:00,18.79
TCK01204,Access/Permissions,Medium,2024-01-10 08:00:00,4.45
TCK01205,Printer,High,2024-03-19 16:00:00,6.26
TCK01206,Software,High,2024-01-22 05:00:00,16.06
TCK01207,Printer,Medium,2024-06-25 08:00:00,6.54
TCK01208,Network,High,2024-02-24 08:00:00,13.14
TCK01209,Access/Permissions,Medium,2024-02-25 05:00:00,5.49
TCK01210,Software,Medium,2024-01-15 11:00:00,11.17
TCK01211,Software,High,2024-05-14 16:00:00,35.41
TCK01212,Network,High,2024-06-18 04:00:00,31.69
TCK01213,Network,Low,2024-06-09 05:00:00,29.94
TCK01214,Hardware,Low,2024-05-29 17:00:00,52.74
TCK01215,Network,Medium,2024-02-08 08:00:00,9.24
TCK01216,Network,Low,2024-06-21 23:00:00,16.65
TCK01217,Printer,Medium,2024-04-28 18:00:00,16.56
TCK01218,Hardware,Low,2024-01-01 21:00:00,32.31
TCK01219,Access/Permissions,Low,2024-01-08 23:00:00,5.36
TCK01220,Software,High,2024-06-29 15:00:00,10.72
TCK01221,Printer,High,2024-01-15 08:00:00,2.46
TCK01222,Software,Medium,2024-06-15 10:00:00,10.91
TCK01223,Software,Low,2024-03-13 08:00:00,16.01
TCK01224,Software,Medium,2024-04-21 04:00:00,5.19
TCK01225,Printer,High,2024-02-28 20:00:00,10.91
TCK01226,Printer,Medium,2024-06-01 02:00:00,4.3
TCK01227,Network,High,2024-01-25 21:00:00,23.98
TCK01228,Access/Permissions,Critical,2024-05-17 21:00:00,3.09
TCK01229,Network,Medium,2024-04-21 18:00:00,33.29
TCK01230,Access/Permissions,Medium,2024-06-26 13:00:00,11.03
TCK01231,Network,Medium,2024-06-15 14:00:00,45.15
TCK01232,Network,Medium,2024-05-12 06:00:00,20.8
TCK01233,Software,Critical,2024-05-25 18:00:00,9.68
TCK01234,Network,Medium,2024-06-04 07:00:00,14.82
TCK01235,Network,Medium,2024-02-16 05:00:00,14.54
TCK01236,Network,Medium,2024-03-21 19:00:00,43.09
TCK01237,Network,Low,2024-02-10 15:00:00,47.28
TCK01238,Access/Permissions,Low,2024-02-24 20:00:00,9.33
TCK01239,Printer,Medium,2024-06-10 06:00:00,12.35
TCK01240,Network,Low,2024-05-31 05:00:00,8.47
TCK01241,Network,Medium,2024-05-07 18:00:00,24.83
TCK01242,Access/Permissions,High,2024-06-15 01:00:00,4.28
TCK01243,Hardware,Low,2024-04-02 16:00:00,23.96
TCK01244,Software,Critical,2024-01-29 14:00:00,23.9
TCK01245,Software,Low,2024-03-23 05:00:00,20.05
TCK01246,Hardware,Medium,2024-04-07 22:00:00,26.89
TCK01247,Software,Critical,2024-04-23 18:00:00,30.05
TCK01248,Network,Medium,2024-05-13 08:00:00,18.15
TCK01249,Software,High,2024-01-23 08:00:00,13.06
TCK01250,Software,Critical,2024-06-09 23:00:00,5.51
TCK01251,Network,High,2024-03-14 11:00:00,7.37
TCK01252,Printer,Low,2024-02-29 03:00:00,10.48
TCK01253,Network,High,2024-05-03 04:00:00,15.71
TCK01254,Access/Permissions,Medium,2024-01-02 04:00:00,7.85
TCK01255,Network,Low,2024-06-01 16:00:00,44.83
TCK01256,Hardware,High,2024-05-20 08:00:00,26.59
TCK01257,Printer,Low,2024-06-19 08:00:00,12.58
TCK01258,Software,Medium,2024-03-12 17:00:00,5.46
TCK01259,Software,Low,2024-04-14 06:00:00,5.59
TCK01260,Access/Permissions,Low,2024-05-01 12:00:00,8.23
TCK01261,Network,High,2024-02-03 06:00:00,19.26
TCK01262,Printer,Low,2024-01-25 21:00:00,7.28
TCK01263,Hardware,Medium,2024-06-09 03:00:00,33.5
TCK01264,Hardware,Medium,2024-04-02 00:00:00,8.07
TCK01265,Printer,Low,2024-02-26 19:00:00,11.73
TCK01266,Access/Permissions,High,2024-01-25 21:00:00,4.72
TCK01267,Access/Permissions,Medium,2024-04-01 04:00:00,4.62
TCK01268,Hardware,High,2024-03-08 21:00:00,34.64
TCK01269,Printer,Low,2024-05-04 10:00:00,13.97
TCK01270,Hardware,High,2024-06-28 01:00:00,53.73
TCK01271,Email,High,2024-04-18 10:00:00,3.01
TCK01272,Software,Medium,2024-06-04 16:00:00,13.56
TCK01273,Software,Medium,2024-05-01 13:00:00,9.6
TCK01274,Email,Low,2024-04-25 03:00:00,0.5
TCK01275,Hardware,Medium,2024-03-07 03:00:00,24.61
TCK01276,Network,Medium,2024-06-18 16:00:00,28.11
TCK01277,Access/Permissions,Low,2024-04-12 14:00:00,3.72
TCK01278,Network,Medium,2024-03-07 01:00:00,31.29
TCK01279,Network,Medium,2024-06-02 16:00:00,18.69
TCK01280,Network,Low,2024-02-15 08:00:00,17.09
TCK01281,Software,Low,2024-04-01 12:00:00,7.48
TCK01282,Network,Low,2024-02-06 00:00:00,50.68
TCK01283,Printer,Low,2024-05-05 03:00:00,3.08
TCK01284,Software,Medium,2024-05-28 16:00:00,18.82
TCK01285,Network,Medium,2024-03-22 03:00:00,13.05
TCK01286,Email,Medium,2024-06-12 21:00:00,6.44
TCK01287,Software,Medium,2024-01-03 07:00:00,3.96
TCK01288,Network,Low,2024-03-30 02:00:00,58.19
TCK01289,Software,High,2024-03-20 19:00:00,19.23
TCK01290,Printer,Medium,2024-05-08 06:00:00,4.09
TCK01291,Software,High,2024-01-21 06:00:00,10.48
TCK01292,Network,Low,2024-02-09 20:00:00,52.31
TCK01293,Printer,Medium,2024-02-16 01:00:00,7.85
TCK01294,Access/Permissions,Medium,2024-03-24 04:00:00,4.78
TCK01295,Network,High,2024-04-18 00:00:00,40.41
TCK01296,Printer,Medium,2024-04-11 16:00:00,11.71
TCK01297,Printer,Medium,2024-03-04 17:00:00,1.99
TCK01298,Network,Medium,2024-06-02 16:00:00,36.43
TCK01299,Printer,Medium,2024-03-17 16:00:00,18.83
TCK01300,Printer,Medium,2024-03-02 01:00:00,18.33
TCK01301,Network,High,2024-03-11 09:00:00,28.3
TCK01302,Network,Medium,2024-02-04 02:00:00,6.46
TCK01303,Access/Permissions,Medium,2024-02-17 01:00:00,4.65
TCK01304,Software,Low,2024-05-13 17:00:00,5.9
TCK01305,Printer,High,2024-01-23 16:00:00,16.01
TCK01306,Hardware,Low,2024-02-02 14:00:00,18.02
TCK01307,Printer,Low,2024-06-13 01:00:00,7.1
TCK01308,Email,Medium,2024-02-08 04:00:00,1.49
TCK01309,Network,Low,2024-03-21 16:00:00,47.79
TCK01310,Network,Medium,2024-02-07 01:00:00,37.09
TCK01311,Access/Permissions,Medium,2024-05-27 01:00:00,3.06
TCK01312,Software,Low,2024-03-15 04:00:00,19.28
TCK01313,Printer,Medium,2024-05-21 17:00:00,16.61
TCK01314,Printer,High,2024-04-30 09:00:00,2.64
TCK01315,Software,Low,2024-06-04 22:00:00,4.81
TCK01316,Network,Low,2024-03-20 07:00:00,4.57
TCK01317,Access/Permissions,Medium,2024-03-18 13:00:00,9.75
TCK01318,Printer,Medium,2024-05-22 08:00:00,2.73
TCK01319,Network,Medium,2024-03-27 06:00:00,13.63
TCK01320,Network,Low,2024-01-29 08:00:00,49.98
TCK01321,Software,Low,2024-04-14 07:00:00,11.09
TCK01322,Software,Medium,2024-03-30 16:00:00,3.08
TCK01323,Network,Medium,2024-04-01 01:00:00,78.46
TCK01324,Software,High,2024-02-23 21:00:00,10.79
TCK01325,Printer,High,2024-06-27 09:00:00,4.79
TCK01326,Network,Low,2024-01-10 06:00:00,6.92
TCK01327,Access/Permissions,Medium,2024-06-29 03:00:00,6.82
TCK01328,Hardware,Critical,2024-02-24 03:00:00,19.79
TCK01329,Network,Low,2024-06-04 18:00:00,14.19
TCK01330,Printer,Low,2024-01-19 03:00:00,8.36
TCK01331,Software,Low,2024-05-11 00:00:00,4.25
TCK01332,Printer,Medium,2024-04-29 17:00:00,4.7
TCK01333,Printer,Medium,2024-03-02 01:00:00,1.72
TCK01334,Network,Medium,2024-01-06 21:00:00,50.47
TCK01335,Network,Medium,2024-05-03 08:00:00,17.18
TCK01336,Network,Medium,2024-04-02 16:00:00,40.98
TCK01337,Printer,Medium,2024-02-24 16:00:00,6.98
TCK01338,Printer,High,2024-05-16 06:00:00,14.19
TCK01339,Network,Medium,2024-02-09 05:00:00,51.66
TCK01340,Access/Permissions,High,2024-06-16 13:00:00,0.85
TCK01341,Access/Permissions,Medium,2024-01-02 08:00:00,3.9
TCK01342,Software,Low,2024-06-18 20:00:00,20.02
TCK01343,Network,Low,2024-06-09 13:00:00,23.36
TCK01344,Access/Permissions,High,2024-01-31 10:00:00,8.75
TCK01345,Hardware,Medium,2024-03-29 18:00:00,6.67
TCK01346,Network,Low,2024-05-30 03:00:00,8.88
TCK01347,Network,Low,2024-05-03 17:00:00,26.98
TCK01348,Network,Low,2024-05-30 21:00:00,9.8
TCK01349,Network,High,2024-01-28 04:00:00,24.13
TCK01350,Printer,Medium,2024-05-25 11:00:00,27.57
TCK01351,Email,Low,2024-03-26 05:00:00,1.71
TCK01352,Network,Medium,2024-06-29 04:00:00,78.95
TCK01353,Network,Medium,2024-06-24 21:00:00,47.28
TCK01354,Network,Medium,2024-01-26 16:00:00,39.39
TCK01355,Software,Medium,2024-01-13 00:00:00,37.45
TCK01356,Software,Low,2024-05-04 14:00:00,3.32
TCK01357,Email,Low,2024-05-24 14:00:00,4.44
TCK01358,Network,Medium,2024-05-30 06:00:00,18.87
TCK01359,Network,Medium,2024-02-26 00:00:00,29.97
TCK01360,Network,Medium,2024-02-02 12:00:00,47.12
TCK01361,Software,Low,2024-04-20 07:00:00,3.12
TCK01362,Printer,Medium,2024-05-08 16:00:00,9.03
TCK01363,Network,Low,2024-05-06 12:00:00,9.36
TCK01364,Network,Low,2024-05-28 15:00:00,39.53
TCK01365,Access/Permissions,Low,2024-05-10 18:00:00,2.17
TCK01366,Printer,High,2024-06-07 22:00:00,6.28
TCK01367,Software,High,2024-05-14 23:00:00,22.16
TCK01368,Software,Low,2024-05-07 08:00:00,13.17
TCK01369,Network,High,2024-04-26 17:00:00,74.28
TCK01370,Software,Medium,2024-01-16 04:00:00,9.29
TCK01371,Access/Permissions,Low,2024-03-31 18:00:00,4.18
TCK01372,Network,Medium,2024-06-13 23:00:00,78.02
TCK01373,Software,Low,2024-05-06 04:00:00,10.17
TCK01374,Software,Medium,2024-01-11 03:00:00,17.06
TCK01375,Access/Permissions,Low,2024-01-26 03:00:00,0.5
TCK01376,Software,Low,2024-03-08 05:00:00,12.29
TCK01377,Network,Medium,2024-02-15 19:00:00,48.82
TCK01378,Network,Critical,2024-05-17 21:00:00,18.7
TCK01379,Network,Medium,2024-03-07 19:00:00,56.29
TCK01380,Network,High,2024-05-12 14:00:00,20.01
TCK01381,Network,Low,2024-01-30 15:00:00,17.51
TCK01382,Network,High,2024-05-28 22:00:00,104.49
TCK01383,Network,Medium,2024-01-23 21:00:00,24.31
TCK01384,Software,Low,2024-05-15 00:00:00,16.74
TCK01385,Software,Medium,2024-04-04 02:00:00,24.67
